Gas Station,Address,Link,Бензин A100,Бензин A95,Бензин A95+,Бензин A98,Дизел,Дизел премиум,Електричество,Метан,Пропан Бутан,Navigation links
 Eko 1164 София – Долни Богров,с. Долни Богров,https://bg.fuelo.net/gasstation/id/257?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.706902,23.468399&travelmode=driving"
 Eko 1901 София - Младост,бул. Цариградско шосе (кръговото на 4-и км),https://bg.fuelo.net/gasstation/id/260?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.667801,23.368200&travelmode=driving"
 Eko 1117 София – Черни връх,"кв. Лозенец, бул. Черни връх (преди Околовръстен път)",https://bg.fuelo.net/gasstation/id/267?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.651318,23.316212&travelmode=driving"
 Eko 1181 Пражка пролет (Self-Service),ул. Пражка пролет,https://bg.fuelo.net/gasstation/id/269?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,2.98 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.714699,23.305799&travelmode=driving"
 Eko 1192 София – Александър Малинов,бул. Александър Малинов №37,https://bg.fuelo.net/gasstation/id/1549?lang=bg,3.10 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.07 лв/л.(kw/h),3.44 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.648991,23.378176&travelmode=driving"
 Eko 1905 София - Царица Йоана,бул. Царица Йоана (Люлин 7),https://bg.fuelo.net/gasstation/id/270?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.715008,23.263046&travelmode=driving"
 Eko 1160 София - България,бул. България и ул. Д-р Стефан Сарафов,https://bg.fuelo.net/gasstation/id/272?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.680866,23.308319&travelmode=driving"
 Eko 1163 София – Ботевградско шосе,бул. Ботевградско шосе,https://bg.fuelo.net/gasstation/id/277?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.699600,23.368500&travelmode=driving"
 Eko 1906 София - Орион,ул. Адам Мицкевич №1 (модерно предградие),https://bg.fuelo.net/gasstation/id/280?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.720310,23.279575&travelmode=driving"
 Eko 1904 София - Княжево,бул. Цар Борис III №362,https://bg.fuelo.net/gasstation/id/283?lang=bg,3.05 лв/л.(kw/h),2.64 лв/л.(kw/h),None,None,3.01 лв/л.(kw/h),3.38 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.654499,23.227600&travelmode=driving"
 Eko 1182 София - Каменоделска,ул. Каменоделска,https://bg.fuelo.net/gasstation/id/289?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.05 лв/л.(kw/h),3.42 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.710499,23.335800&travelmode=driving"
 Eko 1902 София - Малинова долина,ул. Околовръстен път,https://bg.fuelo.net/gasstation/id/290?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.628502,23.345900&travelmode=driving"
 Eko 1112 София - Резбарска,ул. Резбарска и ул. Никола Войновски,https://bg.fuelo.net/gasstation/id/292?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.710541,23.349339&travelmode=driving"
 Eko 1162 София - Люлин 1,бул. Панчо Владигеров и ул. 701,https://bg.fuelo.net/gasstation/id/204?lang=bg,3.04 лв/л.(kw/h),2.63 лв/л.(kw/h),None,None,2.99 лв/л.(kw/h),3.36 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.718384,23.254385&travelmode=driving"
 Eko 1185 София - Дружба I,бул. Професор Цветан Лазаров,https://bg.fuelo.net/gasstation/id/207?lang=bg,3.09 лв/л.(kw/h),2.68 лв/л.(kw/h),None,None,3.07 лв/л.(kw/h),3.44 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.669510,23.384174&travelmode=driving"
 Eko 1145 София - Вапцаров,бул. Никола Вапцаров №2А,https://bg.fuelo.net/gasstation/id/208?lang=bg,3.11 лв/л.(kw/h),2.70 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.668171,23.328953&travelmode=driving"
 Eko 1131 София – Бояна,ул. Околовръстен път,https://bg.fuelo.net/gasstation/id/211?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.650101,23.293100&travelmode=driving"
 Eko София Асен Йорданов,бул. Асен Йорданов №4,https://bg.fuelo.net/gasstation/id/85204?lang=bg,3.07 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.674599,23.376699&travelmode=driving"
 Eko 1903 София - Царско село,ул. Околовръстен път (Царско село),https://bg.fuelo.net/gasstation/id/214?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.638401,23.319300&travelmode=driving"
 Eko 1139 София – Ломско Шосе,бул. Ломско шосе №136,https://bg.fuelo.net/gasstation/id/227?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.751953,23.274614&travelmode=driving"
 Eko 1161 София – Шипченски проход,бул. Шипченски  проход (пред завод Електроника),https://bg.fuelo.net/gasstation/id/228?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.678070,23.367064&travelmode=driving"
 Eko 1122 София – Цар Борис III,бул. Никола Петков,https://bg.fuelo.net/gasstation/id/235?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.663986,23.260677&travelmode=driving"
 Eko 1140 София - Владимир Вазов,бул. Владимир Вазов №26 (при ул. Велека),https://bg.fuelo.net/gasstation/id/237?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.05 лв/л.(kw/h),3.42 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.704540,23.358009&travelmode=driving"
 Eko 1184 София - Дружба II,ул. Димитър Пешев,https://bg.fuelo.net/gasstation/id/238?lang=bg,3.10 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,3.49 лв/л.(kw/h),1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.645191,23.412390&travelmode=driving"
 Eko 1180 София - Сребърна,ул. Сребърна,https://bg.fuelo.net/gasstation/id/240?lang=bg,None,2.67 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.659233,23.305847&travelmode=driving"
 Eko 1165 София – Константин Величков,бул. К. Величков и ул. Д-р Каликов,https://bg.fuelo.net/gasstation/id/246?lang=bg,None,2.65 лв/л.(kw/h),None,None,3.01 лв/л.(kw/h),3.38 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.697498,23.296200&travelmode=driving"
 Eko 1121 София - Сливница,бул. Сливница №8А,https://bg.fuelo.net/gasstation/id/1533?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.720402,23.274300&travelmode=driving"
 Lukoil Ф567,Софийски околовръстен път,https://bg.fuelo.net/gasstation/id/65051?lang=bg,3.35 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.55 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.701889,23.449951&travelmode=driving"
 Lukoil Б032,бул. К. Величков и бул. Възкресение,https://bg.fuelo.net/gasstation/id/164?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.34 лв/л.(kw/h),None,3.74 лв/л.(kw/h),1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.694431,23.294298&travelmode=driving"
 Lukoil Б001,Аерогара София - Терминал 1,https://bg.fuelo.net/gasstation/id/165?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.34 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.685188,23.400213&travelmode=driving"
 Lukoil Б013,изход за Калотина (до Метро-2),https://bg.fuelo.net/gasstation/id/166?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.38 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.745998,23.229225&travelmode=driving"
 Lukoil Б015,бул. Сливница до Орион,https://bg.fuelo.net/gasstation/id/167?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.716202,23.280899&travelmode=driving"
 Lukoil Б014,Ботевградско шосе,https://bg.fuelo.net/gasstation/id/168?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.702301,23.383400&travelmode=driving"
 Lukoil Б036,"вход на София от Перник, преди Владая",https://bg.fuelo.net/gasstation/id/169?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.617699,23.177401&travelmode=driving"
 Lukoil Б135,кв. Княжево (изход за Перник),https://bg.fuelo.net/gasstation/id/170?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.650852,23.217815&travelmode=driving"
 Lukoil Б134,бул. Г. М. Димитров (до Зоопарка),https://bg.fuelo.net/gasstation/id/171?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.657799,23.339199&travelmode=driving"
 Lukoil Б026,бул. Шипченски проход (до комплекс Червено знаме),https://bg.fuelo.net/gasstation/id/172?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.674999,23.374701&travelmode=driving"
 Lukoil Б041,"ж.к. Люлин-7, бул. Пиротски (до тунела)",https://bg.fuelo.net/gasstation/id/173?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.711700,23.268801&travelmode=driving"
 Lukoil Б040,"ж.к. Люлин-8, бул. Панчо Владигеров",https://bg.fuelo.net/gasstation/id/174?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.94 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.720387,23.255692&travelmode=driving"
 Lukoil Б043,бул. Тодор Александров,https://bg.fuelo.net/gasstation/id/175?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.36 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.702301,23.297400&travelmode=driving"
 Lukoil Б090,ул. Илия Бешков №6,https://bg.fuelo.net/gasstation/id/176?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.34 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.658855,23.402880&travelmode=driving"
 Lukoil Б064,ул. Асен Йорданов,https://bg.fuelo.net/gasstation/id/177?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),2.80 лв/л.(kw/h),None,2.97 лв/л.(kw/h),3.34 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.672699,23.390499&travelmode=driving"
 Lukoil Б077,"Околовръстен път, до кв. Суходол",https://bg.fuelo.net/gasstation/id/178?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),2.80 лв/л.(kw/h),None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.691101,23.229799&travelmode=driving"
 Lukoil Б130,"кв. Орландовци, бул. Първа българска армия, до ДЗИ",https://bg.fuelo.net/gasstation/id/179?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.723499,23.328501&travelmode=driving"
 Lukoil Б146,бул. Братя Бъкстон,https://bg.fuelo.net/gasstation/id/180?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.34 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.660702,23.272900&travelmode=driving"
 Lukoil Б133,кв. Горна баня ,https://bg.fuelo.net/gasstation/id/181?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.672379,23.243380&travelmode=driving"
 Lukoil Б143,бул. Сливница (Сточна гара),https://bg.fuelo.net/gasstation/id/182?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.704399,23.331301&travelmode=driving"
 Lukoil Ф526,ул. Самара №1 (ж.к. Младост 4),https://bg.fuelo.net/gasstation/id/184?lang=bg,2.99 лв/л.(kw/h),2.61 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,1.14 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.630264,23.374298&travelmode=driving"
 OMV Слатинска,ул. Слатинска №13,https://bg.fuelo.net/gasstation/id/563?lang=bg,3.08 лв/л.(kw/h),2.65 лв/л.(kw/h),2.86 лв/л.(kw/h),None,3.02 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.690899,23.369900&travelmode=driving"
 OMV Бъкстон,бул. Братя Бъкстон №83,https://bg.fuelo.net/gasstation/id/567?lang=bg,3.13 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.658001,23.271700&travelmode=driving"
 OMV Черковна,бул. Владимир Вазов №1,https://bg.fuelo.net/gasstation/id/570?lang=bg,3.09 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,2.98 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.701801,23.351200&travelmode=driving"
 OMV Мусагеница,бул. Доктор Г. М. Димитров,https://bg.fuelo.net/gasstation/id/571?lang=bg,3.11 лв/л.(kw/h),2.69 лв/л.(kw/h),2.90 лв/л.(kw/h),None,3.06 лв/л.(kw/h),3.44 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.663200,23.358299&travelmode=driving"
 OMV Банишора,бул. Генерал Столетов №27,https://bg.fuelo.net/gasstation/id/585?lang=bg,3.07 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.01 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.25 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.710632,23.308495&travelmode=driving"
 OMV Враждебна,бул. Ботевградско шосе №2,https://bg.fuelo.net/gasstation/id/587?lang=bg,3.07 лв/л.(kw/h),2.77 лв/л.(kw/h),None,None,3.11 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.30 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.709599,23.428101&travelmode=driving"
 OMV Младост 1А,бул. Александър Малинов,https://bg.fuelo.net/gasstation/id/588?lang=bg,3.09 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.42 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.651180,23.379589&travelmode=driving"
 OMV Люлин Тунела,бул. Пиротски,https://bg.fuelo.net/gasstation/id/590?lang=bg,3.06 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.710648,23.272182&travelmode=driving"
 OMV София - Никола Мушанов,бул. Никола Мушанов №114,https://bg.fuelo.net/gasstation/id/593?lang=bg,3.07 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,2.99 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.689621,23.276772&travelmode=driving"
 OMV Автокам,бул. Ботевградско шосе №264,https://bg.fuelo.net/gasstation/id/597?lang=bg,3.07 лв/л.(kw/h),2.73 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.706978,23.410515&travelmode=driving"
 OMV Рожен,бул. Рожен №20Е,https://bg.fuelo.net/gasstation/id/604?lang=bg,3.07 лв/л.(kw/h),2.64 лв/л.(kw/h),2.86 лв/л.(kw/h),None,2.99 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.732670,23.314037&travelmode=driving"
 OMV Цариградско шосе,бул. Цариградско шосе,https://bg.fuelo.net/gasstation/id/608?lang=bg,3.07 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.05 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.25 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.656933,23.385836&travelmode=driving"
 OMV Опълченска,ул. Опълченска №35,https://bg.fuelo.net/gasstation/id/610?lang=bg,3.09 лв/л.(kw/h),2.66 лв/л.(kw/h),2.86 лв/л.(kw/h),None,2.99 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.703602,23.310900&travelmode=driving"
 OMV София - Сливница,бул. Сливница №132,https://bg.fuelo.net/gasstation/id/611?lang=bg,3.07 лв/л.(kw/h),2.63 лв/л.(kw/h),None,None,2.99 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.716099,23.282301&travelmode=driving"
 OMV Момина чешма,бул. Проф. Цветан Лазаров №1,https://bg.fuelo.net/gasstation/id/614?lang=bg,3.11 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.06 лв/л.(kw/h),3.42 лв/л.(kw/h),None,None,1.25 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.661537,23.391735&travelmode=driving"
 OMV Ломско шосе,бул. Ломско шосе №2,https://bg.fuelo.net/gasstation/id/617?lang=bg,3.08 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.25 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.722961,23.306761&travelmode=driving"
 OMV Овча купел,ул. Бойчо Бойчев №66,https://bg.fuelo.net/gasstation/id/618?lang=bg,3.07 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.00 лв/л.(kw/h),3.39 лв/л.(kw/h),None,None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.682217,23.242872&travelmode=driving"
 OMV Пробива,ул. Гюешево №83,https://bg.fuelo.net/gasstation/id/623?lang=bg,3.07 лв/л.(kw/h),2.64 лв/л.(kw/h),None,None,2.97 лв/л.(kw/h),3.37 лв/л.(kw/h),None,3.79 лв/л.(kw/h),1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.691101,23.295601&travelmode=driving"
 OMV Малинова долина,ул. Околовръстен път №221,https://bg.fuelo.net/gasstation/id/625?lang=bg,3.13 лв/л.(kw/h),2.71 лв/л.(kw/h),2.92 лв/л.(kw/h),None,3.08 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.628750,23.345062&travelmode=driving"
 OMV Окръжна болница,бул. Цариградско шосе,https://bg.fuelo.net/gasstation/id/626?lang=bg,3.09 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.05 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,1.26 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.661701,23.377399&travelmode=driving"
